46, 1001
Ann Middlebrook
NOAA ESRL CSD
C-ToF AMS Instrument 
SENEX 2013
1, 1
2013, 06, 11, 2014, 02, 10
1
AOCTimewave, seconds_past_midnight, AOCTimewave
7
1, 1, 1, 1, 1, 1, 1
-9999, -9999, -9999, -9999, -9999, -9999, -9999
AMS_SO4, microgram_per_standard_cubic_meter_of_air, AMSSulfate
AMS_NO3, microgram_per_standard_cubic_meter_of_air, AMSNitrate
AMS_NH4, microgram_per_standard_cubic_meter_of_air, AMSAmmonium
AMS_Org, microgram_per_standard_cubic_meter_of_air, AMSOrganic
AMS_Chl, microgram_per_standard_cubic_meter_of_air, AMSChloride
AMS_Total, microgram_per_standard_cubic_meter_of_air, AMSTotal
AMS_SiliconeFlag, none, AMSSiliconeFlag
5
Data are 10 second averages, given with the AMS mid-time timestamp. 
New ionization efficiency calibrations and composition dependend collection efficiencies have been applied.
Data have been time-aligned with vfine.
Flag provided for times when silicone was present and those data points were removed.
Flags for higher uncertainty or in-cloud data are not included. 
20
PI_CONTACT_INFO: Email: Ann.M.Middlebrook@noaa.gov
PLATFORM: Platform: NOAA WP-3D
LOCATION: Location: The aircraft was stationed in Smyrna, TN. Aircraft location information is in AircraftPos file.
ASSOCIATED_DATA: N/A
INSTRUMENT_INFO: Jayne et al., Aerosol Sci. Technol., 33, 49-70, 2000. Jimenez et al., J. Geophys. Res., 108(D7), 8425, doi: 10.1029/2001JD001212, 2003. Bahreini et al., J. Geophys. Res., 108, ACE 13, doi: 10.1029/2002JD003226, 2003. Drewnick et al., Aerosol Sci. Technol., 39, 637-658, 2005. DeCarlo et al., Anal. Chem., doi: 10.1021/ac061249n, 2006.
DATA_INFO: Realtime 10 s data; units: micrograms per standard cubic meter of air
UNCERTAINTY: +/- 30%
ULOD_FLAG: -7777
ULOD_VALUE: N/A
LLOD_FLAG: -8888
LLOD_VALUE: AMS_SO4=0.06, AMS_NO3=0.15, AMS_NH4=0.27, AMS_Org=0.37, AMS_Chl=0.11, AMS_Total=0.49
DM_CONTACT_INFO: Data Manager: Ken Aikin; email:Kenneth.C.Aikin@noaa.gov
PROJECT_INFO: Project Info: SENEX, June-July, 2013
STIPULATIONS_ON_USE: Use of these data require prior ok from PI.
OTHER_COMMENTS: Mass distributions available upon request.
REVISION: 0
R0: Final Data.
RB: New IE calibrations have been applied. For intermediate use only.
RA: Preliminary Data.  For in-field use only.
AOCTimewave, AMS_SO4, AMS_NO3, AMS_NH4, AMS_Org, AMS_Chl, AMS_Total, AMS_SiliconeFlag
81212,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81213,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81214,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81215,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81216,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81217,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81218,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81219,0.11,-9999.00,0.27,0.67,-9999.00,1.08,-9999
81220,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81221,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81222,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81223,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81224,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81225,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81226,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81227,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81228,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81229,0.17,-9999.00,-9999.00,0.50,-9999.00,0.95,-9999
81230,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81231,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81232,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81233,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81234,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81235,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81236,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81237,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81238,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81239,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81240,0.18,-9999.00,0.29,0.89,-9999.00,1.36,-9999
81241,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81242,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81243,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81244,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81245,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81246,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81247,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81248,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81249,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81250,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81251,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81252,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81253,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81254,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81255,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81256,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81257,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81258,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81259,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81260,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81261,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81262,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81263,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81264,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81265,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81266,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81267,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81268,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81269,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81270,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81271,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81272,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81273,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81274,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81275,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81276,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81277,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81278,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81279,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81280,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81281,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81282,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81283,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81284,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81285,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81286,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81287,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81288,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81289,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81290,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81291,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81292,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81293,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81294,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81295,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81296,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81297,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81298,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81299,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81300,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81301,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81302,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81303,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81304,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81305,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81306,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81307,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81308,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81309,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81310,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81311,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81312,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81313,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81314,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81315,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81316,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81317,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81318,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81319,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81320,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81321,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81322,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81323,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81324,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81325,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81326,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81327,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81328,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81329,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81330,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81331,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81332,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81333,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81334,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81335,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81336,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81337,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81338,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81339,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81340,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81341,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81342,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81343,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81344,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81345,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81346,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81347,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81348,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81349,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81350,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81351,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81352,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81353,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81354,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81355,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81356,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81357,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81358,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81359,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81360,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81361,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81362,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81363,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81364,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81365,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81366,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81367,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81368,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81369,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81370,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81371,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81372,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81373,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81374,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81375,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81376,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81377,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81378,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81379,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81380,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81381,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81382,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81383,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81384,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81385,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81386,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81387,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81388,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81389,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81390,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81391,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81392,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81393,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81394,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81395,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81396,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81397,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81398,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81399,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81400,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81401,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81402,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81403,0.11,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81404,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81405,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81406,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81407,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81408,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81409,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81410,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81411,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81412,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81413,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81414,0.12,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81415,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81416,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81417,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81418,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81419,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81420,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81421,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81422,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81423,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81424,0.19,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81425,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81426,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81427,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81428,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81429,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81430,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81431,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81432,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81433,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81434,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81435,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81436,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81437,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81438,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81439,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81440,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81441,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81442,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81443,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81444,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81445,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81446,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81447,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81448,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81449,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81450,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81451,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81452,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81453,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81454,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81455,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81456,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81457,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81458,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81459,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81460,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81461,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81462,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81463,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81464,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81465,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81466,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81467,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81468,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81469,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81470,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81471,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81472,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81473,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81474,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81475,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81476,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81477,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81478,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81479,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81480,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81481,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81482,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81483,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81484,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81485,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81486,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81487,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81488,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81489,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81490,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81491,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81492,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81493,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81494,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81495,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81496,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81497,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81498,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81499,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81500,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81501,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81502,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81503,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81504,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81505,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81506,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
81507,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
